name,Brand_name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Ertiga ZDI,Maruti,2012,555000,110000,Diesel,Individual,Manual,Second Owner
Ford Ecosport 1.5 DV5 MT Ambiente,Ford,2013,500000,60000,Diesel,Individual,Manual,Second Owner
Skoda Laura Elegance 1.9 TDI  AT,Skoda,2010,400000,130000,Diesel,Individual,Automatic,Second Owner
Hyundai EON 1.0 Era Plus,Hyundai,2017,280000,28838,Petrol,Individual,Manual,First Owner
Tata Indica GLS BS IV,Tata,2008,80000,200000,Petrol,Individual,Manual,First Owner
Tata Indica DLS,Tata,2006,55000,100000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI Airbag,Maruti,2014,250000,50000,Petrol,Individual,Manual,First Owner
Mahindra Bolero SLX 2WD,Mahindra,2010,250000,190000,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra Jeep MM 540,Mahindra,2007,95000,100000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio 1.99 S10,Mahindra,2014,725000,135000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,Mahindra,2015,320000,50000,Diesel,Individual,Manual,Third Owner
Skoda Octavia Elegance 2.0 TDI AT,Skoda,2014,1200000,135000,Diesel,Individual,Automatic,Third Owner
Chevrolet Beat Diesel LS,Chevrolet,2012,160000,50000,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,Honda,2018,790000,19571,Diesel,Dealer,Manual,First Owner
Honda City i-VTEC ZX,Honda,2018,1200000,29600,Petrol,Dealer,Manual,First Owner
Maruti Swift LXI,Maruti,2011,175000,70000,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Maruti,2018,950000,15000,Diesel,Individual,Automatic,First Owner
Maruti Celerio LXI MT BSIV,Maruti,2019,340000,50000,Petrol,Individual,Manual,First Owner
Renault Captur 1.5 Diesel RXT,Renault,2017,825000,13500,Diesel,Individual,Manual,First Owner
Audi A4 30 TFSI Technology,Audi,2018,3100000,22000,Petrol,Individual,Automatic,First Owner
Honda Amaze VX Diesel BSIV,Honda,2018,780000,25000,Diesel,Dealer,Manual,First Owner
Toyota Corolla Altis 1.8 VL AT,Toyota,2010,350000,80000,Petrol,Individual,Automatic,Third Owner
Honda Amaze VX Petrol BSIV,Honda,2018,690000,39000,Petrol,Dealer,Manual,First Owner
Maruti Alto 800 VXI,Maruti,2016,245000,60000,Petrol,Individual,Manual,First Owner
Honda Amaze VX Diesel BSIV,Honda,2018,790000,49000,Diesel,Dealer,Manual,First Owner
Honda Amaze VX i-VTEC,Honda,2018,680000,48600,Petrol,Dealer,Manual,First Owner
Hyundai Grand i10 Asta Option,Hyundai,2017,540000,20000,Petrol,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K2,Mahindra,2016,425000,25000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo Sports,Maruti,2008,140000,120000,Petrol,Individual,Manual,First Owner
Maruti Ertiga ZDI Plus,Maruti,2019,1100000,30000,Diesel,Individual,Manual,First Owner
Renault Lodgy 85PS RxL,Renault,2015,715000,35000,Diesel,Individual,Manual,First Owner
Audi A4 3.0 TDI Quattro,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner
Audi Q3 2.0 TDI Quattro Premium Plus,Audi,2015,1750000,127643,Diesel,Dealer,Automatic,First Owner
Tata Zest Revotron 1.2T XMS,Tata,2018,400000,54000,Petrol,Dealer,Manual,Second Owner
Audi A6 2.0 TDI  Design Edition,Audi,2014,1750000,102354,Diesel,Dealer,Automatic,First Owner
Audi Q5 2.0 TFSI Quattro Premium Plus,Audi,2014,1850000,62237,Petrol,Dealer,Automatic,First Owner
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2005,114999,90000,Petrol,Dealer,Manual,Second Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,2018,950000,21394,Diesel,Dealer,Manual,First Owner
Datsun GO T Petrol,Datsun,2015,310000,32686,Petrol,Dealer,Manual,First Owner
Mahindra Jeep CJ 500 DI,Mahindra,2006,575000,1001,Diesel,Dealer,Manual,First Owner
Renault Pulse RxZ,Renault,2017,490000,22000,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 Magna,Hyundai,2017,480000,53261,Petrol,Dealer,Manual,First Owner
Land Rover Discovery Sport SD4 HSE Luxury,Land,2016,3500000,53000,Diesel,Dealer,Automatic,First Owner
Renault KWID 1.0 RXT Optional,Renault,2018,370000,10000,Petrol,Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,Maruti,2017,835000,14000,Diesel,Dealer,Manual,First Owner
Volkswagen Polo 2015-2019 1.2 MPI Highline,Volkswagen,2017,650000,44000,Petrol,Dealer,Manual,First Owner
Toyota Etios VD,Toyota,2014,670000,39895,Diesel,Dealer,Manual,First Owner
Chevrolet Cruze LTZ AT,Chevrolet,2017,950000,73000,Diesel,Dealer,Automatic,First Owner
Honda City i-VTEC SV,Honda,2014,690000,17000,Petrol,Dealer,Manual,First Owner
Volkswagen Polo 2015-2019 1.2 MPI Highline,Volkswagen,2017,670000,18591,Petrol,Dealer,Manual,First Owner
Tata Nexon 1.5 Revotorq XZ,Tata,2017,925000,26766,Diesel,Dealer,Manual,First Owner
Hyundai EON Magna Plus,Hyundai,2015,250000,30000,Petrol,Individual,Manual,First Owner
Tata Sumo Gold EX,Tata,2016,509999,42000,Diesel,Individual,Manual,First Owner
Honda City i DTEC VX,Honda,2014,520000,110000,Diesel,Individual,Manual,First Owner
Tata Indica DLE,Tata,2005,100000,100000,Diesel,Individual,Manual,First Owner
Tata Indica DLS,Tata,2006,85000,300000,Diesel,Individual,Manual,Second Owner
Tata Indigo LX,Tata,2009,130000,110000,Diesel,Individual,Manual,Third Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,2018,950000,27620,Diesel,Dealer,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,Ford,2015,450000,70000,Petrol,Individual,Manual,First Owner
Honda City S,Honda,2012,320000,50000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2015,480000,50000,Diesel,Individual,Manual,First Owner
Mercedes-Benz New C-Class C 220 CDI Grand Edition,Mercedes-Benz,2014,2490000,46000,Diesel,Individual,Automatic,First Owner
Toyota Innova 2.5 VX 8 STR,Toyota,2012,790000,82000,Diesel,Individual,Manual,First Owner
Maruti Omni MPI STD BSIV,Maruti,2016,120000,120000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,Maruti,2006,75000,80000,Petrol,Individual,Manual,Third Owner
Tata Indica GLS BS IV,Tata,2010,99000,70000,Petrol,Individual,Manual,First Owner
Maruti S-Cross Zeta DDiS 200 SH,Maruti,2018,1015000,20000,Diesel,Individual,Manual,First Owner
Mahindra Xylo D4 BSIV,Mahindra,2013,250000,200000,Diesel,Individual,Manual,Second Owner
Toyota Innova Crysta 2.5 VX BS IV,Toyota,2011,520000,120000,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 AT SX Option,Hyundai,2018,1100000,30000,Diesel,Individual,Automatic,First Owner
Toyota Innova 2.5 V Diesel 7-seater,Toyota,2005,200000,223000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2016,525000,60000,Diesel,Individual,Manual,First Owner
Hyundai i20 Asta 1.2,Hyundai,2016,500000,40000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S2 7 Seater,Mahindra,2016,675000,161327,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,Hyundai,2009,150000,60000,Petrol,Individual,Manual,Third Owner
Mahindra Bolero DI,Mahindra,2007,250000,50000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2018,450000,6000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing XS,Hyundai,2009,150000,68000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LS,Chevrolet,2012,200000,85000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,Mahindra,2011,525000,70000,Diesel,Individual,Automatic,First Owner
Maruti Esteem VX,Maruti,1999,60000,35000,Petrol,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,Maruti,2010,180000,100000,Diesel,Individual,Manual,Second Owner
Honda Amaze S i-Dtech,Honda,2015,475000,110000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,Mahindra,2010,380000,195000,Diesel,Individual,Automatic,Second Owner
Maruti Alto 800 LXI,Maruti,2015,285000,46000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,Maruti,2008,91200,60000,Petrol,Individual,Manual,Second Owner
Datsun RediGO T Option,Datsun,2017,250000,46000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Sportz,Hyundai,2015,400000,42000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XG AT,Hyundai,2006,160000,90000,Petrol,Individual,Automatic,Second Owner
Skoda Yeti Ambition 4X2,Skoda,2012,650000,85000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX,Hyundai,2012,409999,120000,Diesel,Individual,Manual,Third Owner
Ford Ecosport 1.5 DV5 MT Titanium,Ford,2013,425000,72000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,Maruti,2013,250000,71000,CNG,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,Maruti,2009,200000,110000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Wagon R LXI CNG,Maruti,2013,250000,71000,CNG,Individual,Manual,Second Owner
Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,2010,130000,144000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Eeco 5 Seater AC BSIV,Maruti,2017,260000,30000,Petrol,Dealer,Manual,First Owner
Hyundai Verna SX,Hyundai,2007,155000,65000,Petrol,Dealer,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,Honda,2015,450000,38000,Diesel,Individual,Manual,First Owner
Maruti SX4 Celebration Petrol,Maruti,2012,220000,90000,Petrol,Individual,Manual,Second Owner
Hyundai i20 Active S Diesel,Hyundai,2018,650000,37000,Diesel,Dealer,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2018,285000,30000,Petrol,Dealer,Manual,First Owner
Honda Amaze V CVT Petrol BSIV,Honda,2018,725000,26000,Petrol,Dealer,Automatic,First Owner
Maruti Ciaz ZXi,Maruti,2016,625000,30000,Petrol,Dealer,Manual,First Owner
Hyundai i20 Active SX Petrol,Hyundai,2016,550000,23000,Petrol,Dealer,Manual,First Owner
Hyundai i10 Magna,Hyundai,2012,240000,40000,Petrol,Dealer,Manual,First Owner
Nissan Terrano XL 85 PS,Nissan,2014,600000,27000,Diesel,Dealer,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,Tata,2012,350000,65000,Diesel,Dealer,Manual,First Owner
Hyundai EON Magna Plus,Hyundai,2015,245000,32000,Petrol,Dealer,Manual,First Owner
Mahindra Bolero B6,Mahindra,2016,600000,56000,Diesel,Dealer,Manual,First Owner
BMW X1 sDrive 20d xLine,BMW,2017,2400000,30000,Diesel,Individual,Automatic,First Owner
Mahindra Scorpio SLE BS IV,Mahindra,2014,620000,80000,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,2014,395000,52000,Petrol,Dealer,Manual,Second Owner
Maruti Ertiga ZXI,Maruti,2014,635000,13250,Petrol,Dealer,Manual,First Owner
Maruti Alto LX,Maruti,2011,180000,36000,Petrol,Dealer,Manual,First Owner
Maruti Swift ZDI Plus,Maruti,2015,484999,73000,Diesel,Dealer,Manual,Second Owner
Maruti Alto LX,Maruti,2004,110000,60000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BSIII,Maruti,2006,150000,60000,Petrol,Individual,Manual,Second Owner
Chevrolet Tavera Neo 2 LT L 9 Str,Chevrolet,2012,400000,110000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aura Plus 1.3 Quadrajet,Tata,2012,200000,70000,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL Plus,Renault,2013,302000,60000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire Vdi BSIV,Maruti,2011,215000,90000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Wagon R VXI BSIII,Maruti,2004,155000,80000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2014,1000000,101000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero Power Plus SLX,Mahindra,2018,550000,44000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,Maruti,2006,200000,45000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S2 7 Seater,Mahindra,2017,750000,120000,Diesel,Individual,Manual,First Owner
Maruti Zen LXI,Maruti,2005,90000,90000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,Maruti,2007,80000,120000,Petrol,Individual,Manual,Second Owner
Hyundai EON D Lite Plus,Hyundai,2013,229999,13500,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,Renault,2017,350000,10000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Magna,Hyundai,2015,325000,25000,Petrol,Individual,Manual,Third Owner
Tata Tigor 1.2 Revotron XT,Tata,2018,450000,8500,Petrol,Individual,Manual,First Owner
Maruti SX4 Celebration Diesel,Maruti,2012,250000,120000,Diesel,Individual,Manual,First Owner
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,2012,225000,120000,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,Maruti,2009,150000,90246,Petrol,Individual,Manual,Third Owner
Maruti Alto LX BSIII,Maruti,2008,110000,90000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,Maruti,2010,150000,40000,Petrol,Individual,Manual,Second Owner
Maruti Gypsy King Hard Top,Maruti,2000,165000,60000,Petrol,Individual,Manual,Fourth & Above Owner
Renault Duster 85PS Diesel RxL,Renault,2017,610000,32000,Diesel,Individual,Manual,Second Owner
Tata Manza Club Class Quadrajet90 VX,Tata,2013,170000,60400,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi,Hyundai,2008,150000,70950,Diesel,Individual,Manual,Second Owner
Hyundai i20 Asta 1.4 CRDi,Hyundai,2013,300000,90000,Diesel,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi Base,Hyundai,2015,375000,72000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI,Maruti,2013,390000,90000,Diesel,Individual,Manual,First Owner
Hyundai i20 Active 1.2 S,Hyundai,2017,600000,10000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2014,204999,25000,Petrol,Individual,Manual,Second Owner
Hyundai Verna CRDi,Hyundai,2009,270000,80000,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,Hyundai,2017,375000,10000,Petrol,Individual,Manual,First Owner
Maruti Baleno Zeta,Maruti,2020,700000,1100,Petrol,Individual,Manual,First Owner
Maruti Swift VXI Deca,Maruti,2017,455000,40000,Petrol,Individual,Manual,First Owner
Hyundai i10 Sportz 1.1L,Hyundai,2017,375000,10000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Asta,Hyundai,2014,341000,31491,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2014,200000,107143,Diesel,Individual,Manual,Second Owner
Maruti Ignis 1.2 AMT Delta BSIV,Maruti,2017,450000,15000,Petrol,Individual,Automatic,First Owner
Hyundai Santro Xing GL Plus,Hyundai,2012,170000,50000,Petrol,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 VX MT 8S BSIV,Toyota,2017,1900000,100000,Diesel,Individual,Manual,First Owner
Mahindra Bolero Power Plus LX,Mahindra,2016,500000,60000,Diesel,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,Maruti,2016,819999,85000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.2 DLX,Maruti,2014,351000,40000,Petrol,Individual,Manual,Second Owner
Hyundai i10 Magna 1.2 iTech SE,Hyundai,2011,195000,80000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDi,Maruti,2008,250000,82000,Diesel,Individual,Manual,Second Owner
Maruti Zen Estilo 1.1 VXI BSIII,Maruti,2008,120000,70000,Petrol,Individual,Manual,Second Owner
Maruti A-Star Vxi,Maruti,2009,180000,70000,Petrol,Individual,Manual,Third Owner
Mahindra KUV 100 mFALCON D75 K6,Mahindra,2016,430000,20000,Diesel,Individual,Manual,First Owner
Tata Nano Cx BSIV,Tata,2012,75000,35000,Petrol,Individual,Manual,Second Owner
Mahindra Xylo D4,Mahindra,2017,750000,80000,Diesel,Individual,Manual,First Owner
Tata Nano Lx,Tata,2011,60000,40000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,2015,1500000,46412,Diesel,Individual,Manual,First Owner
Mahindra Bolero SLX 2WD BSIII,Mahindra,2011,390000,150000,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra TUV 300 T4,Mahindra,2016,630000,50000,Diesel,Individual,Manual,First Owner
Tata Safari Storme VX Varicor 400,Tata,2018,1085000,15000,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,Hyundai,2012,190000,60000,Petrol,Individual,Manual,Second Owner
Maruti Baleno Delta Automatic,Maruti,2018,550000,25000,Petrol,Individual,Automatic,First Owner
Maruti Alto 800 LXI,Maruti,2012,200000,90000,Petrol,Individual,Manual,Third Owner
Chevrolet Spark 1.0 LT,Chevrolet,2011,165000,60000,Petrol,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,Ford,2013,260000,65000,Diesel,Individual,Manual,First Owner
Maruti Alto LX,Maruti,2011,151000,40000,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza VDi,Maruti,2018,780000,50000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LX,Tata,2012,175000,80000,Diesel,Individual,Manual,Third Owner
Tata Indica Vista TDI LS,Tata,2010,170000,107500,Diesel,Dealer,Manual,First Owner
Tata Indica Vista TDI LS,Tata,2013,210000,135000,Diesel,Dealer,Manual,Second Owner
Maruti Alto LXi,Maruti,2007,90000,43826,Petrol,Dealer,Manual,Second Owner
Hyundai i20 Active S Petrol,Hyundai,2016,535000,55838,Petrol,Dealer,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2007,195000,112880,Diesel,Dealer,Manual,First Owner
Tata Indica Vista Terra Quadrajet 1.3L,Tata,2011,140000,90000,Diesel,Individual,Manual,Third Owner
Nissan Sunny XL,Nissan,2012,350000,40000,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 SX VTVT (O),Hyundai,2013,425000,66000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,Renault,2017,300000,30300,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Style Limited Edition,Volkswagen,2013,340000,85000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,Maruti,2009,250000,80659,Petrol,Dealer,Manual,First Owner
Chevrolet Aveo 1.4 LS,Chevrolet,2008,170000,81324,Petrol,Dealer,Manual,First Owner
Honda Amaze S i-Dtech,Honda,2013,315000,127884,Diesel,Dealer,Manual,First Owner
Chevrolet Beat PS,Chevrolet,2015,200000,50000,Petrol,Individual,Manual,First Owner
Chevrolet Beat PS,Chevrolet,2016,300000,25000,Petrol,Individual,Manual,First Owner
Honda Amaze S i-Dtech,Honda,2015,300000,66755,Diesel,Dealer,Manual,First Owner
Honda City E,Honda,2013,380000,123084,Petrol,Dealer,Manual,First Owner
Maruti Swift VXI BSIII,Maruti,2009,250000,806599,Petrol,Dealer,Manual,First Owner
Honda Amaze S i-Dtech,Honda,2013,310000,95851,Diesel,Dealer,Manual,First Owner
Maruti Wagon R VXI Minor ABS,Maruti,2010,260000,50000,Petrol,Individual,Manual,First Owner
Maruti Omni BSIII 8-STR W/ IMMOBILISER,Maruti,2008,150000,50000,Petrol,Individual,Manual,Second Owner
Maruti Esteem Vxi - BSIII,Maruti,2006,85000,60000,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 LXI,Maruti,2015,280000,15000,Petrol,Individual,Manual,Second Owner
Mahindra Xylo H4 ABS,Mahindra,2016,850000,40000,Diesel,Individual,Manual,First Owner
Datsun GO Plus T Option BSIV,Datsun,2017,375000,20000,Petrol,Individual,Manual,Second Owner
Hyundai Elantra CRDi (Leather Option),Hyundai,2006,125000,120000,Diesel,Individual,Manual,Third Owner
Chevrolet Beat Diesel LT,Chevrolet,2012,250000,110000,Diesel,Individual,Manual,First Owner
Toyota Corolla Altis D-4D J,Toyota,2014,715000,234000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Era,Hyundai,2011,220000,70000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aqua 1.3 Quadrajet,Tata,2010,110000,110000,Diesel,Individual,Manual,Second Owner
Hyundai Verna XXi (Petrol),Hyundai,2007,150000,84000,Petrol,Individual,Manual,Second Owner
Nissan Sunny Diesel XV,Nissan,2012,300000,170000,Diesel,Individual,Manual,First Owner
Datsun RediGO T Option,Datsun,2017,220000,40000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LX,Maruti,2006,75000,96000,Petrol,Individual,Manual,Second Owner
Tata Indigo LS,Tata,2009,100000,20000,Diesel,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,2016,380000,15000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing XK (Non-AC),Hyundai,2007,100000,50000,Petrol,Individual,Manual,First Owner
Volkswagen Passat 1.8 TSI MT,Volkswagen,2010,480000,80000,Petrol,Individual,Manual,Second Owner
Toyota Etios GD,Toyota,2012,300000,124000,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel LS,Chevrolet,2013,190000,70000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel LXI,Ford,2012,190000,130000,Diesel,Individual,Manual,Second Owner
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,Ford,2017,650000,19014,Petrol,Dealer,Manual,First Owner
Toyota Corolla Executive (HE),Toyota,2009,300000,23262,Petrol,Dealer,Manual,First Owner
Ford Freestyle Titanium Diesel BSIV,Ford,2016,700000,29600,Diesel,Dealer,Manual,First Owner
Hyundai i10 Sportz 1.1L,Hyundai,2015,310000,35925,Petrol,Dealer,Manual,First Owner
Maruti Ignis 1.2 Zeta BSIV,Maruti,2018,500000,12000,Petrol,Individual,Manual,First Owner
Toyota Etios V,Toyota,2013,415000,40771,Petrol,Dealer,Manual,First Owner
Maruti Celerio VXI AT,Maruti,2015,395000,30500,Petrol,Dealer,Automatic,Second Owner
Toyota Etios Liva 1.2 G,Toyota,2014,430000,42000,Petrol,Dealer,Manual,Second Owner
Toyota Corolla H6,Toyota,2007,215000,55800,Petrol,Dealer,Manual,Second Owner
Renault Duster RXL AWD,Renault,2014,550000,66569,Diesel,Dealer,Manual,First Owner
